qParameter,Classifier,ACC,std_ACC,SE,std_SE,F1,std_F1,AUC,std_AUC,BACC,std_BACC,kappa,std_kappa,gmean,std_gmean
6,GaussianNB,0.9995,0.0,0.9923,0.01,0.9961,0.0,1.0,0.0,0.9961,0.0,0.9959,0.0
6,DecisionTree,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,RandomForest,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,LogisticRegression,0.9942,0.0,1.0,0.0,0.956,0.02,0.9991,0.0,0.9969,0.0,0.9529,0.02
6,SVM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,Bagging,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,KNN,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,MLP,0.9986,0.0,0.9992,0.0,0.99,0.02,0.9993,0.0,0.9989,0.0,0.9893,0.02
6,Adaboost,1.0,0.0,0.9992,0.0,0.9996,0.0,1.0,0.0,0.9996,0.0,0.9996,0.0
6,Catboost,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6,GradientBoosting,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
